record_no,standardized_names,scrubbed_species_binomial,verbatim_family,verbatim_scientific_name,family_matched,name_matched,name_matched_author,higher_plant_group,scrubbed_taxonomic_status,scrubbed_family,scrubbed_author,native_status,native_status_reason,native_status_sources,is_introduced,native_status_country,native_status_state_province,native_status_county_parish,country,state_province,county,locality,latitude,longitude,date_collected,datasource,dataset,dataowner,custodial_institution_codes,collection_code,datasource_id,is_cultivated_observation,is_cultivated_in_region,is_location_cultivated,is_new_world,observation_type
300,Mitracarpus bicrucis,Mitracarpus bicrucis,Rubiaceae,Mitracarpus bicrucis Bacigalupo & E.L.Cabral,Rubiaceae,Mitracarpus bicrucis,Bacigalupo & E.L. Cabral,flowering plants,Accepted,Rubiaceae,Bacigalupo & E.L. Cabral,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,NA,"aproximadamente de 4 a 5 km de la rodovia RoborÃ©-Santa Cruz, al frende de la comunidad San Pedro, hacia la serranÃ­a Santa Barbara. Zona de montaÃ±as rocosas mayormente cubierta con bosque seco chiquitano con algunas lajas grandes desde suelos pedregoso hasta arenoso.",-18.248333,-59.800278,11/06/2009,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
301,Mitracarpus bicrucis,Mitracarpus bicrucis,Rubiaceae,Mitracarpus bicrucis Bacigalupo & E.L.Cabral,Rubiaceae,Mitracarpus bicrucis,Bacigalupo & E.L. Cabral,flowering plants,Accepted,Rubiaceae,Bacigalupo & E.L. Cabral,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Chiquitos Province: Ca. 10 km NW of RoborÃ© to San Pedro, then NE onto the serranÃ­a, from 0.5-5 km. 18Â°15' S 059Â°49' W, 400-600 m.",-18.25,-59.81667,05/02/1995,GBIF,WU,WU,WU,Herbarium WU,3615,0,0,NA,1,specimen
302,Mitracarpus bicrucis,Mitracarpus bicrucis,Rubiaceae,Mitracarpus bicrucis Bacigalupo & E.L.Cabral,Rubiaceae,Mitracarpus bicrucis,Bacigalupo & E.L. Cabral,flowering plants,Accepted,Rubiaceae,Bacigalupo & E.L. Cabral,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Chiquitos Province: Ca. 10 km NW of RoborÃ© to San Pedro, then NE onto the serranÃ­a, from 0.5-5 km. 18Â°15' S 059Â°49' W, 400-600 m.",-18.25,-59.81667,05/02/1995,GBIF,WU,WU,WU,Herbarium WU,3615,0,0,NA,1,specimen
303,Oxypetalum fuscum,Oxypetalum fuscum,Apocynaceae,Oxypetalum fuscum Goyder & Fontella,Apocynaceae,Oxypetalum fuscum,Goyder & Fontella,flowering plants,Accepted,Apocynaceae,Goyder & Fontella,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Cordillera,Charagua,-19.75,-63.2,01/05/1934,MO,F,F,F,NA,280,0,0,NA,1,specimen
304,Oxypetalum fuscum,Oxypetalum fuscum,Apocynaceae,Oxypetalum fuscum Goyder & Fontella,Apocynaceae,Oxypetalum fuscum,Goyder & Fontella,flowering plants,Accepted,Apocynaceae,Goyder & Fontella,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Florida,"5 km (by road) and 3 km (by air) NE of Bermejo, Cerro Herradura, along old horse trail road to Santa Cruz and petroleum pipeline",-18.1166667,-63.6166667,25/09/1990,MO,"MO, NY","MO, NY","MO, NY",NA,280,0,0,NA,1,specimen
305,Oxypetalum fuscum,Oxypetalum fuscum,Apocynaceae,Oxypetalum fuscum Goyder & Fontella,Apocynaceae,Oxypetalum fuscum,Goyder & Fontella,flowering plants,Accepted,Apocynaceae,Goyder & Fontella,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Chuquisaca,Hernando Siles,16 kms de  Monteagudo hacia Camiri. Bosque mas o menos abierto sobrre areniscas.,-19.8166667,-63.9833333,28/10/1983,MO,"K, LPB","K, LPB","K, LPB",NA,280,0,0,NA,1,specimen
306,Oxypetalum fuscum,Oxypetalum fuscum,Apocynaceae,Oxypetalum fuscum Goyder & Fontella,Apocynaceae,Oxypetalum fuscum,Goyder & Fontella,flowering plants,Accepted,Apocynaceae,Goyder & Fontella,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Florida,"Sendero Cola de Mono. Bosque semideciduo con presencia de Cleistocactus colademononii, especies endemica de la zona.",-18.2836111,-63.6769445,14/06/2006,MO,"MO, USZ","MO, USZ","MO, USZ",NA,280,0,0,NA,1,specimen
307,Oxypetalum fuscum,Oxypetalum fuscum,Apocynaceae,Oxypetalum fuscum Goyder & Fontella,Apocynaceae,Oxypetalum fuscum,Goyder & Fontella,flowering plants,Accepted,Apocynaceae,Goyder & Fontella,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Tarija,O'Connor,"Soledad, c. 15 km SSE of Entre RÃ­os",-21.6333333,-64.1166667,16/01/2001,MO,"K, LPB","K, LPB","K, LPB",NA,280,0,0,NA,1,specimen
308,Oxypetalum fuscum,Oxypetalum fuscum,Apocynaceae,Oxypetalum fuscum Goyder & Fontella,Apocynaceae,Oxypetalum fuscum,Goyder & Fontella,flowering plants,Accepted,Apocynaceae,Goyder & Fontella,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Vallegrande,Entre Las Vueltas y Corosito.,-18.8694445,-63.9575,28/11/2011,MO,"MO, USZ","MO, USZ","MO, USZ",NA,280,0,0,NA,1,specimen
309,Pitcairnia chiquitana,Pitcairnia chiquitana,Bromeliaceae,Pitcairnia chiquitana R.VÃ¡squez & Ibisch,Bromeliaceae,Pitcairnia chiquitana,R. VÃ¡squez & Ibisch,flowering plants,Accepted,Bromeliaceae,R. VÃ¡squez & Ibisch,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,NA,"Chiquitos. San JosÃ© de Chiquitos: 52,5 Km W de Robore. Cerro El PortÃ³n.",-18.115278,-60.085555,04/12/2002,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,0,0,NA,1,specimen
310,Pitcairnia chiquitana,Pitcairnia chiquitana,BROMELIACEAE,Pitcairnia chiquitana R. VÃƒÂ¡squez & Ibisch,Bromeliaceae,Pitcairnia chiquitana,R. VÃ¡squez & Ibisch,flowering plants,Accepted,Bromeliaceae,R. VÃ¡squez & Ibisch,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,NA,NA,-18.1152778,-60.0855555,04/12/2002,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,0,0,NA,1,specimen
311,Pitcairnia chiquitana,Pitcairnia chiquitana,Bromeliaceae,Pitcairnia chiquitana R. VÃ¡squez & Ibisch,Bromeliaceae,Pitcairnia chiquitana,R. VÃ¡squez & Ibisch,flowering plants,Accepted,Bromeliaceae,R. VÃ¡squez & Ibisch,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Chiquitos,NA,-18.1333333,-60.0333333,14/07/2002,MO,"Herb. Vasquez, LPB","Herb. Vasquez, LPB","Herb. Vasquez, LPB",NA,280,0,0,NA,1,specimen
312,Senna coimbrae,Senna coimbrae,Fabaceae,Senna coimbrae M.Nee & Barneby,Fabaceae,Senna coimbrae,M. Nee & Barneby,flowering plants,Accepted,Fabaceae,M. Nee & Barneby,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Depto Santa Cruz, Prov. Santiesteban: 7.5 km by road NW of bridge at Chane Independencia/",-16.9333,-63.2667,05/04/1998,GBIF,MEL,MEL,MEL,MEL,3283,0,0,NA,1,specimen
313,Senna coimbrae,Senna coimbrae,Caesalpiniaceae,Senna coimbrae M. Nee & Barneby,Fabaceae,Senna coimbrae,M. Nee & Barneby,flowering plants,Accepted,Fabaceae,M. Nee & Barneby,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Santiesteban,"7.5 km by road NW of bridge at ChanÃ© Independencia.; vegetation: Flat, clay, mostly in fields of sugar cane, with a few Acrocomia aculeata and Attalea speciosa trees.",-16.933,-63.267,05/04/1998,NY,NY,NY,NY,Herbarium,104,0,0,NA,1,specimen
314,Senna coimbrae,Senna coimbrae,Fabaceae,Senna coimbrae M.Nee & Barneby,Fabaceae,Senna coimbrae,M. Nee & Barneby,flowering plants,Accepted,Fabaceae,M. Nee & Barneby,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Depto. Santa Cruz, Prov. Andres Ibanez, 12km E. of center of Santa Cruz on road to Cotoca",-17.77,-63,09/02/1988,GBIF,K,K,K,Herbarium,3716,0,0,NA,1,specimen
315,Senna coimbrae,Senna coimbrae,Leguminosae,Senna coimbrae,Fabaceae,Senna coimbrae,M. Nee & Barneby,flowering plants,Accepted,Fabaceae,M. Nee & Barneby,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Andres Ibanez,12 km E of center of Santa Cruz on road to Cotoca,-17.766667,-63.066667,09/02/1988,SpeciesLink,IBt,IBt,IBt,SP,971,0,0,NA,1,specimen
316,Senna coimbrae,Senna coimbrae,Caesalpiniaceae,Senna coimbrae M. Nee & Barneby,Fabaceae,Senna coimbrae,M. Nee & Barneby,flowering plants,Accepted,Fabaceae,M. Nee & Barneby,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Santiesteban,"7.5 km by road NW of bridge at ChanÃ© Independencia.; vegetation: Flat, clay, mostly in fields of sugar cane, with a few Acrocomia aculeata and Attalea speciosa trees.",-16.933,-63.267,05/04/1998,NY,NY,NY,NY,Herbarium,104,0,0,NA,1,specimen
317,Senna coimbrae,Senna coimbrae,Caesalpiniaceae,Senna coimbrae M. Nee & Barneby,Fabaceae,Senna coimbrae,M. Nee & Barneby,flowering plants,Accepted,Fabaceae,M. Nee & Barneby,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Andres Ibanez,"JardÃ­n BotÃ¡nico de Santa Cruz, 12 km E of center of Santa Cruz on road to Cotoca; habitat: The \curichi\"", an opening in subtropical, semi-deciduous forest, inundated during rainy season, with scattered gnarled trees of Goeffroea striata, stands of Ipomoea carnea, Solanum glaucophyllum. At brushy edge of open curichi""",-17.783,-63.067,06/06/1991,NY,NA,NA,NA,Herbarium,104,0,0,NA,1,specimen
318,Senna coimbrae,Senna coimbrae,Fabaceae,Senna coimbrae M.Nee & Barneby,Fabaceae,Senna coimbrae,M. Nee & Barneby,flowering plants,Accepted,Fabaceae,M. Nee & Barneby,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Andres Ibanez,12 km E of Center of Santa Cruz on road to Cotoca,-17.77,-63.07,NA,GBIF,SI,SI,SI,HERB,3669,0,0,NA,1,specimen
319,Senna coimbrae,Senna coimbrae,Fabaceae,Senna coimbrae M.Nee & Barneby,Fabaceae,Senna coimbrae,M. Nee & Barneby,flowering plants,Accepted,Fabaceae,M. Nee & Barneby,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,NA,12 km E of center of Santa Cruz on road to Cotoca,-17.766667,-63.066667,09/02/1988,GBIF,"Instituto de BotÃ¢nica, IBT","Instituto de BotÃ¢nica, IBT","Instituto de BotÃ¢nica, IBT",SP,3012,0,0,NA,1,specimen
320,Senna coimbrae,Senna coimbrae,Fabaceae,Senna coimbrae M. Nee & Barneby,Fabaceae,Senna coimbrae,M. Nee & Barneby,flowering plants,Accepted,Fabaceae,M. Nee & Barneby,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the RÃ­o Grande to the east; Senna coimbrae",-17.74166,-63.2,NA,MO,"MO, NY","MO, NY","MO, NY",NA,280,0,0,NA,1,specimen
321,Senna coimbrae,Senna coimbrae,Fabaceae,Senna coimbrae M.Nee & Barneby,Fabaceae,Senna coimbrae,M. Nee & Barneby,flowering plants,Accepted,Fabaceae,M. Nee & Barneby,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Andres Ibanez,12 km E of center of Santa Cruz on road to Cotoca.,-17.7667,-63.0667,09/02/1988,GBIF,US,US,US,Botany,3271,0,0,NA,1,specimen
322,Senna coimbrae,Senna coimbrae,Fabaceae,Senna coimbrae M.Nee & Barneby,Fabaceae,Senna coimbrae,M. Nee & Barneby,flowering plants,Accepted,Fabaceae,M. Nee & Barneby,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Jardin Botanico de Santa Cruz - 12 km. E of center of Santa Cruz on road to Cotoca. 17Â°46' to 47'S, 63Â°04'W/Departamento de Santa Cruz",-17.76667,-63.06667,09/02/1988,GBIF,G,G,G,Geneva Herbarium â€“ General Collection (G),3547,0,0,NA,1,specimen
